7.198,6.8636,6.9056,6.8973,6.7934,6.8666,6.8051,6.8037,6.9534,6.8009,6.8699,6.8069,6.9202,6.8162,6.8425,6.7734,6.8191,6.7891,6.8872,6.8736,6.8265,6.8991,7.1779,6.9776,7.0345,7.0984,7.0388,7.0159,6.8518,6.8785,6.8315,6.9195,6.798,6.8223,6.8399,6.9059,6.9399,6.8108,6.9004,6.8092,6.8271,6.8732,6.9227,6.8281,6.8511,6.8707,6.9152,6.8295,6.8011,6.8815,6.7875,6.8279,6.8614,6.8355,6.8749,6.8722,6.7975,6.8702,6.9275,6.7822,6.8565,6.7938,6.8845,6.8291,6.8411,6.9082,7.1711,7.1329,7.0167,7.2109,7.1099,7.1321,6.9325,6.959,6.8361,6.8979,6.8353,6.8449,6.8815,6.9384,6.8596,6.8171,6.9427,6.838,6.8308,6.9136,6.8542,6.8855,6.9312,6.8473,6.9901,6.9143,6.8752,6.8516,6.8936,6.8942,6.8503,6.8443,6.9625,6.8789
3.9242,3.932,3.9654,3.9192,4.0067,3.9179,3.9434,3.9306,3.9295,3.9344,3.9476,3.9221,3.9207,3.938,4.0015,3.9195,3.9203,3.9311,3.9259,3.9214,3.9362,3.9738,4.0374,3.9691,3.9234,3.9596,3.9412,3.9685,3.9228,3.9379,3.9157,3.8842,3.9054,3.8981,3.9175,3.9093,3.9386,3.943,3.9444,3.917,3.9921,3.9178,4.0372,3.9024,3.9245,3.8705,3.9299,3.8973,3.9719,3.891,3.9019,3.9052,3.9506,3.8844,3.9412,3.8938,3.9205,3.9192,3.9608,3.906,3.9171,3.9175,3.9062,3.9165,3.997,3.9358,3.9225,3.9006,3.8731,3.9171,3.9394,3.9396,3.9311,3.9198,3.9244,3.9121,3.9361,3.9398,3.9199,3.9051,3.9667,3.9485,3.9432,3.9389,3.9094,3.9595,3.992,3.9544,3.9138,3.9388,3.9949,3.9611,4.2145,4.0425,4.0787,4.0791,4.3034,4.0795,3.9987,3.891
2.493,2.5568,2.5834,2.5101,2.5379,2.5569,2.5258,2.586,2.6132,2.5131,2.5263,2.5655,2.5391,2.5238,2.5416,2.5707,2.5198,2.5168,2.5043,2.4889,2.5881,2.5082,2.5169,2.5074,2.5874,2.5491,2.5681,2.5436,2.5437,2.567,2.5904,2.5524,2.5607,2.5687,2.5332,2.5146,2.518,2.5429,2.5833,2.5563,2.5973,2.5206,2.5254,2.5381,2.5201,2.5765,2.5238,2.5645,2.5463,2.5898,2.539,2.5387,2.5447,2.5826,2.5578,2.5757,2.538,2.563,2.5203,2.5414,2.5392,2.5833,2.5318,2.5407,2.5402,2.6045,2.554,2.566,2.5148,2.6163,2.5544,2.5597,2.5298,2.5614,2.5132,2.5636,2.4958,2.5145,2.5156,2.5959,2.5468,2.5264,2.5056,2.5171,2.5391,2.5703,2.5487,2.5125,2.5828,2.5133,2.54,2.5188,2.5133,2.5741,2.519,2.5936,2.5236,2.5836,2.5138,2.5357
1.8084,1.8338,1.8486,1.8234,1.8649,1.7949,2.1146,1.873,1.9061,1.896,1.8673,1.9619,1.8732,1.8399,1.8737,1.9623,1.9087,1.8946,1.8552,1.8413,1.7795,1.8364,1.8343,1.8098,1.828,1.8842,1.8319,1.8416,1.8355,1.7761,1.8172,1.8568,1.8318,1.8428,1.8278,1.8307,1.8414,1.8453,1.8044,1.7802,1.8397,1.8597,1.8166,1.8066,1.8367,1.8109,1.824,1.8059,1.8221,1.837,1.8317,1.8217,1.8508,1.8223,1.8315,1.8102,1.7877,1.8155,1.8502,1.8147,1.9296,1.8479,1.8317,1.8156,1.8183,1.7971,1.8521,1.8117,1.8521,1.8494,1.8769,1.8529,1.831,1.8505,1.8228,1.8223,1.8382,1.8881,1.8304,1.8082,1.8104,1.7967,1.826,1.8649,1.826,1.8537,1.8436,1.8288,1.834,1.8168,1.8355,1.8438,1.7709,1.8236,1.8419,1.8344,1.8323,1.8118,1.7763,1.8273
1.3773,1.4264,1.3504,1.351,1.3357,1.3799,1.3668,1.3831,1.3242,1.3723,1.3621,1.2969,1.3465,1.3375,1.3396,1.3482,1.3219,1.3579,1.3468,1.2964,1.3333,1.3755,1.3278,1.405,1.3803,1.3139,1.3754,1.3608,1.3026,1.3406,1.3318,1.3557,1.3876,1.371,1.3739,1.3923,1.3344,1.3921,1.3927,1.339,1.3885,1.32,1.3527,1.3404,1.3328,1.3463,1.3721,1.3174,1.3412,1.3613,1.3166,1.3765,1.3705,1.3246,1.3516,1.3579,1.3487,1.452,1.3107,1.3837,1.3771,1.3134,1.3564,1.3504,1.3166,1.3816,1.3561,1.3104,1.3702,1.3915,1.3058,1.3567,1.3672,1.3085,1.3667,1.3985,1.2984,1.3732,1.2895,1.3774,1.373,1.309,1.3816,1.4075,1.3344,1.347,1.3561,1.297,1.3486,1.3633,1.3011,1.3841,1.3761,1.3125,1.5849,1.4529,1.3581,1.3878,1.3903,1.4173
1.0615,1.1036,1.0878,1.1092,1.0932,1.1279,1.0912,1.1241,1.0407,1.098,1.2347,1.125,1.0973,1.0545,1.1438,1.0709,1.0909,1.0344,1.0715,1.0252,1.1154,1.0269,1.0918,1.0273,1.0955,1.0233,1.1093,1.0233,1.068,1.0411,1.1078,1.0333,1.0818,1.0544,1.0985,1.0251,1.081,1.0691,1.1603,1.0447,1.0537,1.0989,1.0146,1.0833,1.0392,1.0799,1.0303,1.0793,1.0205,1.0669,1.0178,1.075,1.0511,1.0689,1.0146,1.0749,1.0402,1.0337,1.1034,1.033,1.091,1.0301,1.0892,1.0367,1.087,1.0353,1.0848,1.1834,1.0879,1.0398,1.0699,1.0284,1.0954,1.0222,1.0894,1.0463,1.0688,1.0263,1.085,1.0424,1.0861,1.0306,1.0814,1.0677,1.0654,1.0208,1.2104,1.1352,1.0394,1.035,1.0711,1.0352,1.0726,1.0572,1.0894,1.0302,1.086,1.0402,1.0868,1.0353
0.90564,0.82294,0.88441,0.84665,0.91126,0.857,0.83079,0.88927,0.82148,0.86093,0.83728,0.84616,0.90144,0.84943,0.86247,0.82271,0.88347,0.83728,0.83635,0.86824,0.82704,0.88449,0.82381,0.83012,0.88318,0.8509,0.88441,0.84448,0.85595,0.81983,0.83535,0.88439,0.83073,0.87492,0.85024,0.88485,0.81267,0.82678,0.88621,0.84701,0.85983,0.82686,0.82519,0.88168,0.84299,0.87041,0.83193,0.84153,0.87524,0.87983,0.87266,0.8691,0.85813,0.89206,0.83905,0.89227,0.83181,0.8351,0.89459,0.84119,0.88194,0.84608,0.81947,0.84851,0.83046,0.85576,0.82983,0.84401,0.8784,0.83129,0.90192,0.83659,0.84024,0.88693,0.83748,0.86859,0.82842,0.83924,0.86589,0.82886,0.89477,0.82343,0.84542,0.87072,0.83571,0.87351,0.85317,0.85455,0.9136,0.84985,0.82344,0.89025,0.83387,0.89976,0.89712,0.84964,0.87675,0.82823,0.85797,0.82465
0.70064,0.74134,0.7173,0.72009,0.7656,0.70049,0.70477,0.76941,0.72166,0.70672,0.74588,0.71731,0.75477,0.69732,0.71585,0.7696,0.72288,0.70395,0.74974,0.6994,0.71411,0.78108,0.72279,0.73196,0.68909,0.72913,0.74845,0.7159,0.70204,0.82473,0.69144,0.70478,0.75028,0.70838,0.6988,0.74399,0.72752,0.70254,0.74616,0.70262,0.70749,0.75329,0.72223,0.71387,0.76876,0.72155,0.7097,0.76916,0.69816,0.74271,0.70393,0.72244,0.75047,0.70676,0.69282,0.75977,0.70942,0.71298,0.74001,0.7185,0.71217,0.75088,0.70469,0.70648,0.74764,0.71674,0.69247,0.72975,0.73768,0.72598,0.74352,0.71649,0.72588,0.74543,0.72512,0.7034,0.7526,0.6971,0.70368,0.74039,0.697,0.70665,0.77799,0.70318,0.71567,0.80048,0.69809,0.72076,0.74967,0.7356,0.73829,0.71249,0.72077,0.74752,0.71663,0.72434,0.75133,0.76937,0.70785,0.74529
0.58493,0.5956,0.64806,0.58043,0.5932,0.65936,0.61064,0.61078,0.58273,0.63278,0.59086,0.60384,0.65792,0.58521,0.60084,0.59014,0.62601,0.59358,0.58389,0.62977,0.58632,0.58303,0.59109,0.61832,0.58955,0.60199,0.64885,0.61288,0.57995,0.59094,0.63715,0.60586,0.59733,0.64806,0.58514,0.64397,0.60115,0.63739,0.61693,0.60308,0.64518,0.59528,0.58861,0.65783,0.77371,0.66157,0.62171,0.6496,0.59334,0.60611,0.58988,0.6407,0.61439,0.59281,0.64437,0.58155,0.60079,0.58726,0.641,0.59438,0.6018,0.63638,0.61822,0.62987,0.60643,0.63589,0.62122,0.59819,0.66749,0.63431,0.6144,0.65648,0.63042,0.59775,0.67209,0.59211,0.61661,0.64117,0.66839,0.61535,0.62462,0.67294,0.60711,0.66011,0.6917,0.61829,0.60534,0.60588,0.66548,0.6059,0.69614,0.64069,0.60597,0.61922,0.64635,0.60877,0.59349,0.60722,0.63348,0.62391
0.50729,0.56375,0.50564,0.53119,0.53727,0.57486,0.56714,0.50621,0.51084,0.56456,0.51648,0.52901,0.51512,0.54377,0.52501,0.50502,0.50679,0.56898,0.51965,0.52504,0.50324,0.5804,0.50441,0.50563,0.5207,0.58052,0.52386,0.51668,0.51024,0.57752,0.51505,0.51888,0.51187,0.57903,0.50284,0.50584,0.52744,0.55753,0.53168,0.5336,0.50643,0.56821,0.51371,0.52492,0.50988,0.6078,0.52322,0.50917,0.53355,0.53696,0.56177,0.49999,0.50348,0.5301,0.50753,0.58501,0.52284,0.50736,0.5074,0.58925,0.50572,0.5088,0.52897,0.55956,0.51585,0.51603,0.54168,0.56413,0.51229,0.52867,0.51158,0.55198,0.51541,0.52527,0.50432,0.5572,0.53224,0.52567,0.51179,0.57026,0.52176,0.50932,0.53088,0.54544,0.51703,0.51166,0.53365,0.58845,0.51867,0.5273,0.49367,0.50715,0.55834,0.52085,0.53312,0.54275,0.52555,0.52028,0.51268,0.53132
