0.058108,0.06714,0.076143,0.084701,0.092708,0.10022,0.1075,0.11449,0.12134,0.12809,0.13476,0.14135,0.14785,0.15425,0.16131,0.16784,0.17433,0.18075,0.18711,0.19339,0.19956,0.20673,0.21306,0.21934,0.22555,0.23169,0.23774,0.24369,0.24953,0.25696,0.26298,0.26893,0.2748,0.28058,0.28627,0.29185,0.29732,0.30482,0.31046,0.31602,0.32149,0.32686,0.33214,0.33732,0.34452,0.34982,0.35505,0.36019,0.36524,0.3702,0.37507,0.37985,0.38692,0.39181,0.39663,0.40137,0.40602,0.4106,0.41509,0.41949,0.42638,0.4309,0.43534,0.43971,0.444,0.44822,0.45237,0.45889,0.46313,0.4673,0.4714,0.47544,0.47941,0.48331,0.48715,0.49346,0.49738,0.50124,0.50505,0.50879,0.51247,0.51609,0.51965,0.52575,0.52939,0.53297,0.5365,0.53998,0.5434,0.54677,0.55008,0.55594,0.55932,0.56266,0.56594,0.56918,0.57236,0.5755,0.581,0.58419,0.58733,0.59043,0.59349,0.5965,0.59947,0.60239,0.60762,0.61059,0.61351,0.61639,0.61923,0.62203,0.62479,0.62751,0.63246,0.63521,0.63792,0.64059,0.64323,0.64583,0.64839,0.65297,0.65555,0.6581,0.66061,0.66308,0.66552,0.66792,0.67029,0.67458,0.67696,0.67931,0.68163,0.68391,0.68616,0.68838,0.69056,0.69454,0.69674,0.6989,0.70103,0.70313,0.7052,0.70724,0.71089,0.71293,0.71494,0.71693,0.71888,0.72081,0.72271,0.72458,0.72795,0.72982,0.73167,0.73348,0.73528,0.73704,0.73878,0.7405,0.7436,0.74531,0.747,0.74866,0.7503,0.75192,0.75351,0.75635,0.75793,0.7595,0.76104,0.76256,0.76406,0.76554,0.76699,0.7696,0.77105,0.77248,0.77389,0.77528,0.77666,0.77801,0.77934,0.78174,0.78307,0.78437,0.78566,0.78694,0.78819,0.78943,0.79065,0.79286,0.79407,0.79527,0.79645,0.79762,0.79877,0.7999,0.80193,0.80306,0.80417
0.066725,0.076733,0.08673,0.096262,0.10521,0.11363,0.12184,0.12974,0.1375,0.14517,0.15275,0.16026,0.16767,0.17495,0.18298,0.19039,0.19775,0.20502,0.2122,0.21926,0.22619,0.2342,0.24127,0.24825,0.25515,0.26194,0.26861,0.27516,0.28158,0.2897,0.29629,0.30278,0.30917,0.31545,0.32161,0.32765,0.33357,0.34168,0.34776,0.35375,0.35963,0.36541,0.37107,0.37663,0.38437,0.39005,0.39564,0.40113,0.40653,0.41182,0.41701,0.4221,0.42966,0.43487,0.43999,0.44502,0.44996,0.45481,0.45956,0.46423,0.47154,0.47631,0.481,0.48561,0.49014,0.49458,0.49894,0.50581,0.51026,0.51463,0.51893,0.52316,0.52731,0.53139,0.5354,0.54198,0.54606,0.55007,0.55402,0.5579,0.56172,0.56547,0.56915,0.57542,0.57917,0.58285,0.58648,0.59005,0.59355,0.597,0.60039,0.60631,0.60975,0.61314,0.61646,0.61974,0.62296,0.62612,0.63159,0.63478,0.63793,0.64103,0.64408,0.64707,0.65002,0.65292,0.65801,0.66093,0.6638,0.66663,0.66941,0.67215,0.67484,0.67748,0.68218,0.68484,0.68745,0.69003,0.69256,0.69504,0.69749,0.70176,0.70421,0.70662,0.70899,0.71132,0.71362,0.71587,0.71809,0.722,0.72422,0.7264,0.72854,0.73065,0.73273,0.73477,0.73677,0.74033,0.74233,0.7443,0.74624,0.74815,0.75002,0.75186,0.75508,0.75692,0.75873,0.7605,0.76225,0.76397,0.76566,0.76733,0.77026,0.77191,0.77354,0.77515,0.77672,0.77828,0.77981,0.78131,0.78398,0.78547,0.78694,0.78839,0.78982,0.79122,0.79261,0.79502,0.7964,0.79775,0.79908,0.80039,0.80168,0.80295,0.80421,0.80641,0.80766,0.80888,0.81009,0.81128,0.81245,0.8136,0.81474,0.81676,0.81788,0.819,0.82009,0.82117,0.82224,0.82329,0.82432,0.82617,0.82719,0.82821,0.82921,0.83019,0.83116,0.83212,0.8338,0.83475,0.83569
0.071674,0.082675,0.093677,0.10419,0.11407,0.12339,0.13248,0.14123,0.14981,0.15827,0.16663,0.17487,0.18298,0.19092,0.19962,0.20765,0.21558,0.2234,0.2311,0.23865,0.24605,0.25458,0.26209,0.26949,0.27678,0.28395,0.29099,0.29788,0.30462,0.31315,0.32004,0.32683,0.33349,0.34003,0.34644,0.35272,0.35885,0.36727,0.37355,0.37973,0.38579,0.39173,0.39755,0.40325,0.41122,0.41703,0.42275,0.42836,0.43386,0.43926,0.44455,0.44972,0.45745,0.46274,0.46794,0.47304,0.47805,0.48296,0.48778,0.4925,0.49996,0.50478,0.50952,0.51418,0.51875,0.52324,0.52764,0.53463,0.53911,0.54352,0.54786,0.55212,0.55631,0.56042,0.56445,0.57111,0.57522,0.57926,0.58323,0.58713,0.59096,0.59473,0.59842,0.60473,0.60848,0.61217,0.6158,0.61937,0.62287,0.62632,0.6297,0.63559,0.63901,0.64237,0.64568,0.64893,0.65213,0.65526,0.66063,0.66379,0.6669,0.66995,0.67295,0.67589,0.67879,0.68163,0.68656,0.68941,0.69221,0.69497,0.69768,0.70033,0.70294,0.70551,0.70999,0.71255,0.71507,0.71755,0.71998,0.72237,0.72471,0.72873,0.73107,0.73336,0.73562,0.73784,0.74001,0.74215,0.74425,0.74788,0.74997,0.75202,0.75404,0.75602,0.75796,0.75987,0.76175,0.76502,0.76688,0.76871,0.77051,0.77228,0.77402,0.77573,0.77865,0.78035,0.78201,0.78365,0.78526,0.78684,0.7884,0.78993,0.79256,0.79408,0.79557,0.79703,0.79848,0.79989,0.80129,0.80265,0.80504,0.80639,0.80773,0.80904,0.81034,0.81161,0.81286,0.81501,0.81625,0.81747,0.81867,0.81985,0.82101,0.82216,0.82328,0.82523,0.82635,0.82745,0.82853,0.82959,0.83064,0.83168,0.83269,0.83447,0.83547,0.83647,0.83745,0.83841,0.83936,0.84029,0.84121,0.84283,0.84374,0.84464,0.84553,0.8464,0.84726,0.84811,0.84958,0.85042,0.85125
0.081125,0.093043,0.10492,0.11623,0.12684,0.13682,0.14655,0.15593,0.16515,0.17427,0.1833,0.19224,0.20107,0.20975,0.21931,0.22814,0.23688,0.24552,0.25403,0.26239,0.27058,0.27998,0.28826,0.29643,0.30445,0.31233,0.32005,0.32759,0.33495,0.34419,0.35167,0.35901,0.36621,0.37326,0.38014,0.38687,0.39343,0.4024,0.40909,0.41564,0.42207,0.42835,0.43449,0.44049,0.44888,0.45498,0.46096,0.46683,0.47257,0.47819,0.48369,0.48907,0.49711,0.50259,0.50797,0.51324,0.51841,0.52347,0.52842,0.53327,0.54095,0.54589,0.55074,0.55551,0.56017,0.56475,0.56923,0.57633,0.58088,0.58535,0.58974,0.59405,0.59827,0.60241,0.60647,0.61312,0.61723,0.62126,0.62522,0.62911,0.63292,0.63665,0.64031,0.64646,0.65015,0.65378,0.65733,0.66082,0.66424,0.66759,0.67088,0.67649,0.67979,0.68302,0.6862,0.68931,0.69236,0.69536,0.70036,0.70335,0.70628,0.70916,0.71198,0.71475,0.71746,0.72011,0.72461,0.72725,0.72985,0.73239,0.73489,0.73734,0.73973,0.74208,0.7461,0.74844,0.75073,0.75298,0.75519,0.75735,0.75947,0.76303,0.76513,0.76719,0.76922,0.7712,0.77315,0.77506,0.77693,0.78011,0.78197,0.78379,0.78558,0.78734,0.78906,0.79075,0.79241,0.79525,0.7969,0.79851,0.8001,0.80165,0.80318,0.80468,0.80722,0.8087,0.81016,0.81159,0.813,0.81439,0.81574,0.81708,0.81936,0.82068,0.82198,0.82326,0.82452,0.82575,0.82696,0.82815,0.83021,0.83139,0.83255,0.83369,0.83482,0.83592,0.83701,0.83886,0.83993,0.84099,0.84203,0.84305,0.84406,0.84505,0.84603,0.8477,0.84867,0.84962,0.85055,0.85148,0.85238,0.85328,0.85416,0.85567,0.85654,0.8574,0.85824,0.85907,0.85989,0.8607,0.86149,0.86287,0.86365,0.86443,0.86519,0.86594,0.86668,0.86741,0.86865,0.86938,0.87009
0.087572,0.10055,0.11352,0.12589,0.1375,0.14844,0.15909,0.16935,0.17941,0.18933,0.19913,0.20881,0.21834,0.22768,0.23795,0.2474,0.25674,0.26594,0.27498,0.28383,0.29249,0.30242,0.31115,0.31973,0.32814,0.33639,0.34445,0.35232,0.35999,0.36964,0.37742,0.38504,0.3925,0.39979,0.40692,0.41387,0.42064,0.42994,0.43683,0.44359,0.4502,0.45666,0.46297,0.46913,0.47777,0.48403,0.49016,0.49617,0.50205,0.5078,0.51342,0.51891,0.52714,0.53273,0.53821,0.54358,0.54883,0.55398,0.55901,0.56393,0.57171,0.57671,0.58162,0.58643,0.59114,0.59575,0.60027,0.60738,0.61195,0.61643,0.62082,0.62512,0.62934,0.63347,0.63751,0.64407,0.64815,0.65214,0.65606,0.6599,0.66365,0.66733,0.67093,0.67691,0.68052,0.68406,0.68753,0.69093,0.69426,0.69752,0.70071,0.70608,0.70927,0.71239,0.71545,0.71845,0.72138,0.72425,0.72899,0.73184,0.73464,0.73739,0.74007,0.7427,0.74527,0.74779,0.752,0.75451,0.75696,0.75936,0.76171,0.76401,0.76627,0.76848,0.77221,0.7744,0.77654,0.77864,0.7807,0.78272,0.7847,0.78798,0.78994,0.79185,0.79373,0.79558,0.79738,0.79915,0.80089,0.8038,0.80551,0.8072,0.80885,0.81047,0.81205,0.81361,0.81514,0.81772,0.81923,0.82071,0.82217,0.82359,0.82499,0.82637,0.82865,0.83001,0.83134,0.83265,0.83393,0.8352,0.83643,0.83765,0.83969,0.84089,0.84207,0.84323,0.84436,0.84548,0.84658,0.84766,0.84948,0.85054,0.85159,0.85262,0.85363,0.85463,0.8556,0.85722,0.85819,0.85914,0.86007,0.86099,0.86189,0.86277,0.86364,0.8651,0.86596,0.8668,0.86763,0.86845,0.86926,0.87005,0.87083,0.87213,0.8729,0.87366,0.8744,0.87513,0.87586,0.87656,0.87726,0.87843,0.87912,0.8798,0.88046,0.88112,0.88177,0.88241,0.88345,0.88408,0.8847
0.096008,0.11023,0.12437,0.13779,0.15033,0.16208,0.17349,0.18442,0.19512,0.20565,0.21603,0.22626,0.23631,0.24615,0.25696,0.2669,0.27671,0.28637,0.29586,0.30515,0.31424,0.3247,0.33387,0.3429,0.35176,0.36045,0.36895,0.37725,0.38534,0.39555,0.40376,0.41181,0.41969,0.42739,0.43491,0.44224,0.44938,0.45916,0.46641,0.4735,0.48042,0.48719,0.49378,0.50021,0.50919,0.51568,0.52204,0.52826,0.53433,0.54025,0.54603,0.55167,0.56007,0.56577,0.57135,0.5768,0.58214,0.58734,0.59243,0.59739,0.60517,0.61019,0.6151,0.6199,0.62459,0.62917,0.63365,0.64064,0.64514,0.64955,0.65386,0.65807,0.6622,0.66623,0.67016,0.67647,0.68041,0.68426,0.68803,0.69172,0.69532,0.69884,0.70228,0.7079,0.71132,0.71468,0.71796,0.72116,0.72429,0.72735,0.73034,0.73529,0.73826,0.74116,0.744,0.74677,0.74948,0.75213,0.75643,0.75905,0.76161,0.76412,0.76657,0.76897,0.77131,0.7736,0.77736,0.77962,0.78183,0.784,0.78612,0.78819,0.79021,0.79219,0.79548,0.79744,0.79935,0.80122,0.80306,0.80485,0.80661,0.80948,0.81121,0.8129,0.81456,0.81619,0.81778,0.81934,0.82087,0.82339,0.8249,0.82637,0.82782,0.82924,0.83063,0.83199,0.83332,0.83555,0.83686,0.83815,0.83942,0.84066,0.84188,0.84307,0.84504,0.84621,0.84737,0.8485,0.84961,0.8507,0.85177,0.85282,0.85457,0.8556,0.85662,0.85762,0.8586,0.85957,0.86051,0.86144,0.86299,0.86391,0.86481,0.86569,0.86656,0.86741,0.86825,0.86963,0.87045,0.87127,0.87206,0.87285,0.87362,0.87438,0.87512,0.87635,0.87709,0.87781,0.87852,0.87922,0.87991,0.88058,0.88125,0.88234,0.883,0.88364,0.88428,0.8849,0.88551,0.88612,0.88671,0.88769,0.88828,0.88885,0.88942,0.88998,0.89053,0.89107,0.89195,0.89248,0.893
0.10124,0.11647,0.1317,0.14623,0.15985,0.17263,0.18503,0.1969,0.20848,0.21984,0.231,0.24195,0.25267,0.26312,0.27453,0.28498,0.29526,0.30535,0.31522,0.32485,0.33423,0.34501,0.35442,0.36366,0.37271,0.38156,0.3902,0.39862,0.40681,0.41718,0.42548,0.4336,0.44155,0.44931,0.45688,0.46426,0.47143,0.48135,0.48865,0.49579,0.50277,0.50958,0.51623,0.52271,0.53183,0.53839,0.54482,0.5511,0.55724,0.56323,0.56908,0.57478,0.58331,0.58909,0.59474,0.60026,0.60566,0.61094,0.61608,0.6211,0.62894,0.634,0.63895,0.64379,0.64852,0.65313,0.65764,0.66457,0.66907,0.67348,0.67778,0.68198,0.68609,0.69009,0.69399,0.70012,0.70401,0.7078,0.71151,0.71512,0.71865,0.72209,0.72545,0.7308,0.73412,0.73736,0.74053,0.74362,0.74663,0.74957,0.75244,0.75707,0.7599,0.76266,0.76536,0.76799,0.77056,0.77306,0.77703,0.7795,0.78191,0.78426,0.78656,0.7888,0.79099,0.79312,0.79656,0.79867,0.80072,0.80273,0.80469,0.80661,0.80848,0.81031,0.8133,0.8151,0.81686,0.81858,0.82027,0.82192,0.82353,0.82612,0.82771,0.82926,0.83077,0.83226,0.83371,0.83513,0.83653,0.8388,0.84017,0.84151,0.84283,0.84412,0.84538,0.84661,0.84782,0.84982,0.85101,0.85218,0.85333,0.85445,0.85555,0.85663,0.85839,0.85945,0.86049,0.86151,0.86252,0.8635,0.86447,0.86541,0.86696,0.8679,0.86881,0.86971,0.87059,0.87145,0.8723,0.87314,0.87451,0.87533,0.87614,0.87693,0.8777,0.87847,0.87922,0.88043,0.88117,0.88189,0.88261,0.88331,0.88399,0.88467,0.88533,0.88641,0.88706,0.88771,0.88834,0.88896,0.88957,0.89017,0.89076,0.89171,0.89229,0.89286,0.89342,0.89398,0.89452,0.89505,0.89558,0.89643,0.89694,0.89745,0.89795,0.89844,0.89892,0.8994,0.90015,0.90062,0.90108
0.10927,0.12542,0.14154,0.15688,0.17127,0.18478,0.1979,0.21049,0.22279,0.23489,0.24679,0.25848,0.26994,0.28112,0.29333,0.30452,0.31552,0.32629,0.33683,0.3471,0.35708,0.36851,0.37848,0.38824,0.39778,0.40707,0.41613,0.42492,0.43346,0.44424,0.45283,0.46122,0.46941,0.47739,0.48516,0.4927,0.50003,0.51016,0.51759,0.52484,0.53191,0.5388,0.54552,0.55206,0.56126,0.56785,0.5743,0.5806,0.58674,0.59273,0.59857,0.60425,0.61272,0.61845,0.62404,0.6295,0.63483,0.64003,0.64509,0.65002,0.65764,0.66258,0.6674,0.67211,0.67669,0.68116,0.68551,0.69214,0.69647,0.70069,0.7048,0.70882,0.71273,0.71653,0.72024,0.726,0.72966,0.73324,0.73673,0.74012,0.74343,0.74665,0.74979,0.75474,0.75783,0.76085,0.76379,0.76665,0.76944,0.77216,0.7748,0.77905,0.78166,0.7842,0.78668,0.78909,0.79145,0.79374,0.79737,0.79962,0.80183,0.80397,0.80607,0.80812,0.81011,0.81206,0.81518,0.8171,0.81896,0.82079,0.82257,0.82432,0.82602,0.82768,0.83038,0.83201,0.8336,0.83517,0.83669,0.83818,0.83964,0.84198,0.84341,0.84481,0.84618,0.84753,0.84884,0.85012,0.85138,0.85342,0.85465,0.85586,0.85705,0.85821,0.85934,0.86046,0.86155,0.86332,0.8644,0.86545,0.86647,0.86748,0.86847,0.86944,0.87099,0.87194,0.87288,0.87379,0.87469,0.87557,0.87643,0.87728,0.87864,0.87947,0.88029,0.88109,0.88187,0.88264,0.8834,0.88414,0.88534,0.88607,0.88678,0.88748,0.88817,0.88885,0.88951,0.89056,0.89122,0.89186,0.89249,0.8931,0.89371,0.89431,0.89489,0.89582,0.89639,0.89696,0.89751,0.89805,0.89859,0.89912,0.89963,0.90045,0.90095,0.90145,0.90194,0.90242,0.9029,0.90336,0.90382,0.90454,0.90499,0.90543,0.90586,0.90629,0.90671,0.90712,0.90776,0.90817,0.90856
0.11672,0.13413,0.1514,0.16774,0.18297,0.1972,0.21094,0.22404,0.23679,0.24923,0.26142,0.27333,0.28495,0.29624,0.30853,0.31976,0.33077,0.34154,0.35206,0.36231,0.37227,0.38373,0.39369,0.40345,0.41299,0.42231,0.43139,0.44023,0.4488,0.45972,0.46839,0.47686,0.48514,0.49321,0.50108,0.50873,0.51617,0.52649,0.53403,0.5414,0.5486,0.55561,0.56245,0.5691,0.57847,0.58519,0.59175,0.59816,0.6044,0.6105,0.61643,0.6222,0.63076,0.63656,0.64223,0.64775,0.65313,0.65838,0.66348,0.66845,0.67605,0.68101,0.68584,0.69055,0.69513,0.69959,0.70392,0.71044,0.71474,0.71892,0.72299,0.72695,0.73081,0.73455,0.7382,0.74379,0.74738,0.75087,0.75427,0.75758,0.7608,0.76393,0.76698,0.77172,0.77471,0.77762,0.78045,0.78321,0.7859,0.78851,0.79104,0.79506,0.79756,0.79998,0.80235,0.80465,0.80689,0.80907,0.81247,0.81461,0.8167,0.81873,0.82071,0.82264,0.82452,0.82636,0.82926,0.83106,0.83281,0.83452,0.83619,0.83782,0.83941,0.84096,0.84345,0.84497,0.84646,0.84791,0.84933,0.85071,0.85207,0.8542,0.85553,0.85682,0.85809,0.85933,0.86054,0.86173,0.86288,0.86473,0.86586,0.86697,0.86806,0.86912,0.87016,0.87118,0.87218,0.87377,0.87475,0.87571,0.87665,0.87756,0.87846,0.87934,0.88073,0.88159,0.88243,0.88326,0.88407,0.88487,0.88565,0.88641,0.88761,0.88836,0.88909,0.88981,0.89052,0.89121,0.89189,0.89255,0.8936,0.89425,0.89489,0.89552,0.89613,0.89674,0.89733,0.89824,0.89882,0.89939,0.89995,0.9005,0.90103,0.90156,0.90208,0.90288,0.90339,0.90389,0.90437,0.90486,0.90533,0.90579,0.90624,0.90694,0.90739,0.90783,0.90826,0.90868,0.90909,0.9095,0.9099,0.91052,0.91091,0.9113,0.91167,0.91205,0.91241,0.91277,0.91332,0.91367,0.91401
0.12702,0.14563,0.16418,0.1818,0.19826,0.21365,0.22851,0.24267,0.25642,0.26984,0.28295,0.29576,0.30823,0.32033,0.33349,0.34549,0.35722,0.36867,0.37983,0.39067,0.40117,0.41319,0.42362,0.4338,0.44372,0.45336,0.46273,0.47182,0.48061,0.49175,0.50057,0.50918,0.51756,0.52571,0.53363,0.54131,0.54877,0.55909,0.56662,0.57395,0.5811,0.58806,0.59482,0.60139,0.61059,0.61718,0.62361,0.62987,0.63596,0.64189,0.64765,0.65325,0.66145,0.66704,0.67247,0.67776,0.6829,0.6879,0.69275,0.69745,0.70456,0.70923,0.71376,0.71817,0.72245,0.7266,0.73063,0.73662,0.74058,0.74444,0.74818,0.75182,0.75535,0.75877,0.7621,0.76714,0.7704,0.77357,0.77665,0.77964,0.78255,0.78537,0.78811,0.79235,0.79504,0.79765,0.80019,0.80266,0.80506,0.80739,0.80966,0.81324,0.81547,0.81763,0.81974,0.82179,0.82379,0.82573,0.82876,0.83067,0.83252,0.83433,0.8361,0.83782,0.8395,0.84113,0.84372,0.84532,0.84688,0.84841,0.8499,0.85135,0.85277,0.85416,0.85638,0.85773,0.85906,0.86036,0.86163,0.86286,0.86407,0.86598,0.86716,0.86832,0.86945,0.87056,0.87165,0.87271,0.87374,0.87538,0.8764,0.87739,0.87837,0.87932,0.88025,0.88116,0.88206,0.88347,0.88434,0.8852,0.88604,0.88686,0.88767,0.88845,0.88967,0.89045,0.8912,0.89194,0.89267,0.89338,0.89407,0.89476,0.89581,0.89648,0.89713,0.89778,0.89841,0.89902,0.89963,0.90022,0.90113,0.90171,0.90228,0.90284,0.90339,0.90392,0.90445,0.90524,0.90576,0.90626,0.90676,0.90724,0.90772,0.90819,0.90865,0.90934,0.90979,0.91023,0.91066,0.91109,0.9115,0.91191,0.91232,0.91292,0.91331,0.9137,0.91408,0.91445,0.91482,0.91517,0.91553,0.91606,0.9164,0.91674,0.91707,0.9174,0.91772,0.91804,0.9185,0.91881,0.91911
