00APGU,-0.104312,51.6021
00AQFY,-0.311526,51.6036
00AQFZ,-0.299446,51.6175
00AQGA,-0.279227,51.6023
00AQGB,-0.333859,51.5831
00AQGC,-0.3432,51.569
00AQGD,-0.34282,51.6096
00AQGE,-0.369612,51.6069
00AQGF,-0.365055,51.5918
00AQGG,-0.35117,51.5871
00AQGH,-0.296492,51.5904
00AQGJ,-0.31438,51.5915
00AQGK,-0.332784,51.5925
00AQGL,-0.385574,51.6015
00AQGM,-0.383299,51.5839
00AQGN,-0.296275,51.5979
00AQGP,-0.376315,51.5737
00AQGQ,-0.368473,51.5654
00AQGR,-0.366107,51.5599
00AQGS,-0.323184,51.6165
00AQGT,-0.336205,51.6007
00AQGU,-0.35572,51.5769
00ARGC,0.167601,51.5713
00ARGD,0.257964,51.5704
00ARGE,0.197781,51.5423
00ARGF,0.229885,51.5767
00ARGG,0.223573,51.6111
00ARGH,0.219398,51.5513
00ARGJ,0.24213,51.5952
00ARGK,0.172476,51.6085
00ARGL,0.211555,51.6072
00ARGM,0.19765,51.5649
00ARGN,0.163893,51.5951
00ARGP,0.183893,51.5915
00ARGQ,0.211771,51.5147
00ARGR,0.188581,51.5778
00ARGS,0.216561,51.5593
00ARGT,0.185193,51.5267
00ARGU,0.210919,51.5815
00ARGW,0.260603,51.5444
00ASGG,-0.408886,51.527
00ASGH,-0.431397,51.514
00ASGJ,-0.463909,51.5275
00ASGK,-0.396447,51.5695
00ASGL,-0.425736,51.5316
00ASGM,-0.409664,51.5821
00ASGN,-0.480022,51.6036
00ASGP,-0.467692,51.4783
00ASGQ,-0.442542,51.5391
00ASGR,-0.461981,51.5651
00ASGS,-0.411734,51.5698
00ASGT,-0.43441,51.6078
00ASGU,-0.407643,51.5993
00ASGW,-0.426658,51.4994
00ASGX,-0.401165,51.559
00ASGY,-0.413015,51.5135
00ASGZ,-0.463643,51.5451
00ASHA,-0.484428,51.5353
00ASHB,-0.475289,51.5027
00ASHC,-0.434588,51.5783
00ASHD,-0.390243,51.5231
00ASHE,-0.46452,51.5179
00ATFY,-0.436505,51.4531
00ATFZ,-0.304022,51.493
00ATGA,-0.252979,51.4889
00ATGB,-0.271512,51.485
00ATGC,-0.404542,51.475
00ATGD,-0.412218,51.4559
00ATGE,-0.424373,51.4404
00ATGF,-0.390532,51.4341
00ATGG,-0.404593,51.4402
00ATGH,-0.381216,51.4794
00ATGJ,-0.370845,51.4839
00ATGK,-0.393341,51.4876
00ATGL,-0.356853,51.472
00ATGM,-0.378966,51.4601
00ATGN,-0.351895,51.4634
00ATGP,-0.384279,51.4695
00ATGQ,-0.330866,51.465
00ATGR,-0.345125,51.4831
00ATGS,-0.318786,51.4795
00ATGT,-0.268586,51.4932
00AUFX,-0.110889,51.5379
00AUFY,-0.0972748,51.5254
00AUFZ,-0.11691,51.5405
00AUGA,-0.091761,51.5434
00AUGB,-0.108764,51.5268
00AUGC,-0.113812,51.5628
00AUGD,-0.0984398,51.5535
00AUGE,-0.104871,51.5572
00AUGF,-0.126794,51.5702
00AUGG,-0.118702,51.5502
00AUGH,-0.134201,51.5625
00AUGJ,-0.0881578,51.5491
00AUGK,-0.129692,51.5558
00AUGL,-0.104926,51.5423
00AUGM,-0.0959828,51.5358
00AUGN,-0.119457,51.5668
00AWFY,-0.19767,51.4961
00AWFZ,-0.168775,51.4952
00AWGA,-0.194829,51.5053
00AWGB,-0.205341,51.5163
00AWGC,-0.182963,51.491
00AWGD,-0.175749,51.4823
00AWGE,-0.194667,51.4913
00AWGF,-0.212167,51.5239
00AWGG,-0.162785,51.4933
00AWGH,-0.20709,51.5017
00AWGJ,-0.21227,51.5103
00AWGK,-0.216236,51.5159
00AWGL,-0.199096,51.5114
00AWGM,-0.186336,51.4984
00AWGN,-0.186966,51.4872
00AWGP,-0.16172,51.4876
00AWGQ,-0.218753,51.5207
00AWGR,-0.176573,51.4858
00AXFX,-0.277937,51.3865
00AXFY,-0.289283,51.3921
00AXFZ,-0.260531,51.4019
00AXGA,-0.294847,51.4174
00AXGB,-0.301392,51.3666
00AXGC,-0.304878,51.355
00AXGD,-0.265797,51.4192
00AXGE,-0.269529,51.4098
00AXGF,-0.299109,51.403
00AXGG,-0.285466,51.4079
00AXGH,-0.252758,51.3856
00AXGJ,-0.257905,51.3932
00AXGK,-0.3022,51.3962
00AXGL,-0.299829,51.3835
00AXGM,-0.292874,51.3754
00AXGN,-0.299583,51.4242
00AYFZ,-0.111854,51.4995
00AYGA,-0.123781,51.4521
00AYGB,-0.138077,51.4557
00AYGC,-0.140999,51.4648
00AYGD,-0.108134,51.4631
00AYGE,-0.123093,51.464
00AYGF,-0.0904963,51.4269
00AYGG,-0.102629,51.4587
00AYGH,-0.108338,51.4301
00AYGJ,-0.128403,51.4686
00AYGK,-0.118038,51.4818
00AYGL,-0.11216,51.4905
00AYGM,-0.13305,51.4285
00AYGN,-0.123508,51.4745
00AYGP,-0.12179,51.4402
00AYGQ,-0.13203,51.4165
00AYGR,-0.121425,51.4309
00AYGS,-0.137005,51.4472
00AYGT,-0.100868,51.4413
00AYGU,-0.114698,51.4491
00AYGW,-0.108806,51.4744
00AZGD,-0.0286681,51.4299
00AZGE,0.00236088,51.4643
00AZGF,-0.0292247,51.4683
00AZGG,-0.00758419,51.4396
00AZGH,-0.0382517,51.449
00AZGJ,0.00417639,51.4252
00AZGK,-0.0365975,51.4869
00AZGL,-0.0589704,51.4395
00AZGM,0.0245064,51.4361
00AZGN,-0.0274582,51.4591
00AZGP,0.00690093,51.4528
00AZGQ,-0.0091827,51.4564
00AZGR,-0.0383507,51.4786
00AZGS,-0.0421315,51.4358
00AZGT,-0.0212569,51.4443
00AZGU,-0.0558642,51.4276
00AZGW,-0.0447258,51.4672
00AZGX,0.000242367,51.433
00BAFX,-0.192195,51.4157
00BAFY,-0.215755,51.4008
00BAFZ,-0.17371,51.4181
00BAGA,-0.167584,51.3997
00BAGB,-0.213901,51.4128
00BAGC,-0.157194,51.4087
00BAGD,-0.153268,51.4167
00BAGE,-0.213613,51.4205
00BAGF,-0.172638,51.411
00BAGG,-0.142332,51.4085
00BAGH,-0.218742,51.3882
00BAGJ,-0.202777,51.4057
00BAGK,-0.138992,51.4002
00BAGL,-0.183914,51.395
00BAGM,-0.236088,51.4111
00BAGN,-0.196673,51.3925
00BAGP,-0.190876,51.4216
00BAGQ,-0.226845,51.4255
00BAGR,-0.235243,51.3993
00BAGS,-0.197397,51.4323
00BBGB,0.0620363,51.5174
00BBGC,0.0411422,51.5309
00BBGD,0.0120398,51.5221
00BBGE,0.0186467,51.5148
00BBGF,0.0357964,51.5135
00BBGG,0.0512701,51.5324
00BBGH,0.0499033,51.5421
00BBGJ,0.0541823,51.5252
00BBGK,0.0186289,51.5514
00BBGL,0.0194802,51.5449
00BBGM,0.0382232,51.5422
00BBGN,0.0281069,51.5394
00BBGP,0.055814,51.5525
00BBGQ,0.0452392,51.5486
00BBGR,0.0256321,51.5323
00BBGS,0.0317894,51.5255
00BBGT,0.0445174,51.5017
00BBGU,-0.00292011,51.542
00BBGW,0.0611302,51.5356
00BBGX,0.0122898,51.5365
00BCFY,0.096187,51.5834
00BCFZ,0.0688734,51.5806
00BCGA,0.046941,51.6088
00BCGB,0.122394,51.5743
00BCGC,0.0228353,51.5966
00BCGD,0.0547207,51.5851
00BCGE,0.0831125,51.5563
00BCGF,0.0597827,51.57
00BCGG,0.0841853,51.6008
00BCGH,0.0658344,51.5927
00BCGJ,0.109742,51.561
00BCGK,0.115507,51.6099
00BCGL,0.0748988,51.5502
00BCGM,0.0966736,51.5557
00BCGN,0.0249085,51.6148
00BCGP,0.0897016,51.5725
00BCGQ,0.0374189,51.5926
00BCGR,0.107871,51.5721
00BCGS,0.0239732,51.584
00BCGT,0.0684218,51.5643
00BCGU,0.032796,51.5696
00BDFW,-0.23912,51.4777
00BDFX,-0.265389,51.4575
00BDFY,-0.352861,51.4294
00BDFZ,-0.29834,51.4382
00BDGA,-0.354606,51.4112
00BDGB,-0.373776,51.4273
00BDGC,-0.317989,51.4179
00BDGD,-0.369855,51.4501
00BDGE,-0.288239,51.4755
00BDGF,-0.25291,51.469
00BDGG,-0.289581,51.4668
00BDGH,-0.32855,51.4565
00BDGJ,-0.293888,51.459
00BDGK,-0.339606,51.4409
00BDGL,-0.334384,51.4241
00BDGM,-0.322107,51.4506
00BDGN,-0.35716,51.4406
00BDGP,-0.36033,51.4541
00BEGC,-0.0847342,51.4744
00BEGD,-0.0948885,51.4769
00BEGE,-0.103166,51.4999
00BEGF,-0.0891681,51.4978
00BEGG,-0.0760244,51.436
00BEGH,-0.0730444,51.4547
00BEGJ,-0.0846332,51.4887
00BEGK,-0.0889509,51.4843
00BEGL,-0.0786968,51.4958
00BEGM,-0.0600269,51.4814
00BEGN,-0.101166,51.4857
00BEGP,-0.0542568,51.4679
00BEGQ,-0.0712821,51.4774
00BEGR,-0.0606079,51.4549
00BEGS,-0.0674118,51.499
00BEGT,-0.0503931,51.4962
00BEGU,-0.0679239,51.4899
00BEGW,-0.0804479,51.4632
00BEGX,-0.0407408,51.4983
00BEGY,-0.0703632,51.4676
00BEGZ,-0.0869552,51.4517
00BFGC,-0.13469,51.3708
00BFGD,-0.134752,51.3524
00BFGE,-0.195257,51.3487
00BFGF,-0.170967,51.3645
00BFGG,-0.163822,51.3454
00BFGH,-0.216317,51.3559
00BFGJ,-0.231907,51.3713
00BFGK,-0.183552,51.3826
00BFGL,-0.21215,51.3774
00BFGM,-0.189929,51.3657
00BFGN,-0.192821,51.3735
00BFGP,-0.187801,51.3554
00BFGQ,-0.204331,51.3623
00BFGR,-0.171758,51.3746
00BFGS,-0.151421,51.3667
00BFGT,-0.147705,51.3553
00BFGU,-0.168354,51.3835
00BFGW,-0.233324,51.3793
00BGFW,-0.0560362,51.5308
00BGFX,-0.0562144,51.5235
00BGFY,-0.00471184,51.5019
00BGFZ,-0.0268368,51.5361
00BGGA,-0.0369415,51.5317
00BGGB,-0.0176163,51.5236
00BGGC,-0.0114921,51.5148
00BGGD,-0.0246326,51.5112
00BGGE,-0.0466068,51.5263
00BGGF,-0.0276935,51.5216
00BGGG,-0.0211649,51.4983
00BGGH,-0.0456507,51.5172
00BGGJ,-0.0654294,51.5075
00BGGK,-0.0501836,51.5115
00BGGL,-0.0712893,51.5188
00BGGM,-0.0705576,51.5267
00BGGN,-0.0594149,51.5154
00BHFX,0.0117494,51.5562
00BHFY,0.00122183,51.556
00BHFZ,-0.0129963,51.5983
00BHGA,0.00243857,51.6346
00BHGB,-0.00918318,51.626
00BHGC,0.000194178,51.5751
00BHGD,-0.00400887,51.5632
00BHGE,0.001677,51.6049
00BHGF,0.0100273,51.6169
00BHGG,-0.0397067,51.5828
00BHGH,-0.0345449,51.5968
00BHGJ,-0.0137281,51.5822
00BHGK,-0.00995834,51.6125
00BHGL,-0.026467,51.5695
00BHGM,-0.0142551,51.5645
00BHGN,0.0080963,51.5688
00BHGP,-0.027087,51.5766
00BHGQ,-0.0234297,51.6127
00BHGR,-0.0279069,51.5898
00BHGS,-0.00159915,51.586
00BJFZ,-0.152244,51.449
00BJGA,-0.149195,51.4357
00BJGB,-0.186934,51.4422
00BJGC,-0.210859,51.4556
00BJGD,-0.189266,51.4581
00BJGE,-0.149083,51.4231
00BJGF,-0.161064,51.4259
00BJGG,-0.167784,51.4688
00BJGH,-0.159684,51.442
00BJGJ,-0.16373,51.4575
00BJGK,-0.14707,51.4746
00BJGL,-0.241408,51.4495
00BJGM,-0.172714,51.4727
00BJGN,-0.15784,51.465
00BJGP,-0.199442,51.4467
00BJGQ,-0.216601,51.464
00BJGR,-0.167398,51.4312
00BJGS,-0.178237,51.4468
00BJGT,-0.212434,51.4445
00BJGU,-0.232361,51.4591
00BKGA,-0.17688,51.5352
00BKGB,-0.193611,51.516
00BKGC,-0.162056,51.5198
00BKGD,-0.147123,51.4885
00BKGE,-0.169704,51.5236
00BKGF,-0.200376,51.527
00BKGG,-0.17427,51.5154
00BKGH,-0.161812,51.4999
00BKGJ,-0.186059,51.5132
00BKGK,-0.181656,51.5237
00BKGL,-0.190472,51.5291
00BKGM,-0.1495,51.5195
00BKGN,-0.208502,51.5294
00BKGP,-0.166353,51.5297
00BKGQ,-0.13002,51.5059
00BKGR,-0.135764,51.4883
00BKGS,-0.133394,51.4932
00BKGT,-0.143519,51.4913
00BKGU,-0.195128,51.521
00BKGW,-0.14272,51.5127
00BLFA,-2.33252,53.6315
00BLFB,-2.45383,53.6089
00BLFC,-2.28552,53.6258
00BLFD,-2.28473,53.6046
00BLFE,-2.31244,53.636
00BLFF,-2.30966,53.588
00BLFG,-2.32342,53.6083
00BLFH,-2.3479,53.5767
00BLFJ,-2.36566,53.6037
00BLFK,-2.33289,53.5888
00BLFL,-2.29918,53.5702
00BLFM,-2.34004,53.6101
00BLFN,-2.32419,53.575
00BLFP,-2.40874,53.6244
00BLFQ,-2.38331,53.5743
00BLFR,-2.26798,53.5609
00BLFS,-2.27419,53.5834
00BLFT,-2.35914,53.6193
00BLFU,-2.30378,53.6081
00BLFW,-2.42223,53.561
00BMFA,-2.17291,53.5763
00BMFB,-2.22975,53.6118
00BMFC,-2.17027,53.6181
00BMFD,-2.21413,53.6248
00BMFE,-2.16233,53.5609
00BMFF,-2.19353,53.63
00BMFG,-2.20486,53.5671
00BMFH,-2.22659,53.586
00BMFJ,-2.24742,53.5989
00BMFK,-2.22019,53.5753
00BMFL,-2.21671,53.6643
00BMFM,-2.19354,53.6062
00BMFN,-2.18966,53.5458
00BMFP,-2.16675,53.5433
00BMFQ,-2.2439,53.6398
00BMFR,-2.18388,53.588
00BNFA,-2.12071,53.4841
00BNFB,-2.19943,53.4093
00BNFC,-2.16577,53.4434
00BNFD,-2.175,53.4068
00BNFE,-2.09968,53.5021
00BNFF,-2.12926,53.5508
00BNFG,-2.08658,53.4922
00BNFH,-2.20286,53.4252
00BNFJ,-2.11924,53.4432
00BNFK,-2.13578,53.501
00BNFL,-2.11047,53.5427
00BNFM,-2.14424,53.5214
00BNFN,-2.18811,53.4591
00BNFP,-2.14876,53.5428
00BNFQ,-2.14067,53.4316
00BNFR,-2.14707,53.4635
00BNFS,-2.07469,53.4797
00BNFT,-2.09219,53.4691
00BNFU,-2.11946,53.5278
00BNFW,-2.15671,53.4835
00BNFX,-2.09948,53.4582
00BNFY,-2.10428,53.5307
00BNFZ,-2.10971,53.4751
00BNGA,-2.14938,53.4723
00BNGB,-2.07988,53.5341
00BNGC,-2.08909,53.5143
00BNGD,-2.17954,53.4303
00BNGE,-2.14773,53.4533
00BNGF,-2.1227,53.4671
00BNGG,-2.16136,53.4029
00BNGH,-2.17102,53.4671
00BNGJ,-2.12895,53.4493
00BNGK,-2.19098,53.38
00BPFA,-2.01396,53.543
00BPFB,-2.0651,53.5574
00BPFC,-2.05849,53.5687
00BPFD,-2.06232,53.5431
00BPFE,-2.03327,53.5653
00BPFF,-2.01556,53.5962
00BPFG,-2.05442,53.5201
00BPFH,-2.07289,53.522
00BPFJ,-2.04182,53.5355
00BPFK,-1.98527,53.5508
00BPFL,-2.03976,53.5866
00BPFM,-2.02601,53.5788
00BPFN,-1.90799,53.5578
00BPFP,-1.95164,53.5836
00BPFQ,-1.99375,53.5767
00BPFR,-2.00652,53.5571
00BPFS,-2.02549,53.5391
00BPFT,-1.99319,53.5965
00BPFU,-1.98772,53.5679
00BPFW,-2.03965,53.5501
00BQFA,-2.04659,53.6133
00BQFB,-2.07694,53.6221
00BQFC,-2.08338,53.61
00BQFD,-2.06711,53.636
00BQFE,-2.07566,53.6525
00BQFF,-2.1285,53.6336
00BQFG,-2.12194,53.6023
00BQFH,-2.15635,53.608
00BQFJ,-1.99626,53.665
00BQFK,-2.10423,53.5804
00BQFL,-2.09198,53.5597
00BQFM,-2.08632,53.574
00BQFN,-2.11504,53.5596
00BQFP,-2.12292,53.5767
00BQFQ,-2.00333,53.6256
00BQFR,-2.03894,53.6253
00BQFS,-2.112,53.6393
00BQFT,-2.04521,53.6438
00BQFU,-2.0849,53.6382
00BQFW,-2.03074,53.6624
00BRFA,-2.26316,53.4976
00BRFB,-2.16911,53.5084
00BRFC,-2.16263,53.5219
00BRFD,-2.35121,53.4621
00BRFE,-2.21469,53.5168
00BRFF,-2.24403,53.5105
00BRFG,-2.31001,53.4777
00BRFH,-2.17134,53.5296
00BRFJ,-2.19658,53.5048
00BRFK,-2.32094,53.5523
00BRFL,-2.18515,53.4938
00BRFM,-2.22595,53.5364
00BRFN,-2.18775,53.5167
00BRFP,-2.24667,53.5355
00BRFQ,-2.24151,53.5231
00BRFR,-2.29467,53.5493
00BRFS,-2.30052,53.5406
00BRFT,-2.21681,53.5077
00BRFU,-2.27329,53.5044
00BRFW,-2.29338,53.5211
00BSFA,-2.02784,53.4445
00BSFB,-2.05639,53.4415
00BSFC,-2.08153,53.4121
00BSFD,-2.13449,53.4094
00BSFE,-2.11175,53.4019
00BSFF,-2.10403,53.3856
00BSFG,-2.0663,53.4065
00BSFH,-2.05674,53.3853
00BSFJ,-2.09748,53.4195
00BSFK,-2.04281,53.412
00BSFL,-2.02301,53.3961
00BSFM,-2.13707,53.3886
00BSFN,-2.10692,53.4322
00BSFP,-2.09924,53.4435
00BSFQ,-2.05346,53.4214
00BSFR,-1.97343,53.4207
00BSFS,-2.06695,53.4573
00BSFT,-2.00025,53.4317
00BSFU,-1.96593,53.3996
00BSFW,-2.0741,53.4444
00BSFX,-2.08544,53.3663
00BTFA,-1.99264,53.5218
00BTFB,-1.99149,53.5083
00BTFC,-2.01493,53.5029
00BTFD,-2.01807,53.516
00BTFE,-2.04164,53.4883
00BTFF,-2.02357,53.4714
00BTFG,-2.02173,53.4585
00BTFH,-2.04864,53.4645
00BTFJ,-2.05707,53.5003
00BTFK,-2.06749,53.5038
00BTFL,-2.00081,53.4896
00BTFM,-1.97831,53.4912
00BTFN,-1.96964,53.4642
00BTFP,-1.9888,53.4776
00BTFQ,-1.98365,53.4534
00BTFR,-1.92488,53.4695
00BTFS,-1.94798,53.5331
00BTFT,-1.9612,53.5108
00BTFU,-1.93233,53.5015
00BUFA,-2.26243,53.4085
00BUFB,-2.30474,53.4101
00BUFC,-2.25492,53.4256
00BUFD,-2.22784,53.4332
00BUFE,-2.30698,53.4448
00BUFF,-2.17378,53.4765
00BUFG,-2.25264,53.4812
00BUFH,-2.28241,53.4755
00BUFJ,-2.28245,53.4639
00BUFK,-2.22748,53.3948
00BUFL,-2.19989,53.4665
00BUFM,-2.24575,53.4418
00BUFN,-2.22524,53.4752
00BUFP,-2.21596,53.4456
00BUFQ,-2.25561,53.449
00BUFR,-2.20415,53.4377
00BUFS,-2.22631,53.4656
